path,commit,type,bytes,lines,sha256,changed_since_supplied,read_status,read_scope,source_url
.planning/08-softwares/auth-onboarding.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,13464,227,099ed8a24434b430237694a33b93b22b0d6842a5afd1dc0e9b28c4357d7f6aad,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/auth-onboarding.md
.planning/08-softwares/calendar.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,9548,167,bd6ff8464eb3ee4a964efc03a1555e021a5588cc4c3b0c1092b6bd0135d13eb3,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/calendar.md
.planning/08-softwares/communications-hub.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,11571,203,acd2971a7b63daec0f209606747cee63f0a924dc185985aa7a5009e9fc098672,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/communications-hub.md
.planning/08-softwares/dashboard-home.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,8562,159,9ea70fef71d75ee9b4b7c2f4f591842d72e1775a6255a5d753549d49bec8f6f8,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/dashboard-home.md
.planning/08-softwares/global-vendor-search.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,5065,108,d94b99a4f24b564cfe88059d6b19bfb4c01fe77a46ae4d1cad01544e05a9bba9,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/global-vendor-search.md
.planning/08-softwares/inventory-command.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,9732,178,11249eb66ce4dd9b0eca7f054ce59f6dca7cdd37a3c5648735cc4fe802adf584,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/inventory-command.md
.planning/08-softwares/mudavym-mcp.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,33368,482,99155f1ffa983e672592810b3c3f92b89b34499ed421bca1de6dd50d4fd21231,True,read_full,All sections including older 42-tool proposal and later ten-read/eight-refusal build amendments.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/mudavym-mcp.md
.planning/08-softwares/notifications.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,8943,163,cec480baf83eb59642e01e9df8b767a6423d49f4af308b27865626ab3f45e084,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/notifications.md
.planning/08-softwares/orders.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,7774,146,21d7ec336555de32c72f4179b1fdb699d1877aae705e578f3f89be1f30e8a318,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/orders.md
.planning/08-softwares/pos-bridge.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,16540,271,33629e222777d175c4ba0f140e972ccd122430baa41264a08be118ca47c42a4f,True,read_diff_current,Complete current delta against supplied baseline reviewed; existing baseline narratives previously read where a dossier.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/pos-bridge.md
.planning/08-softwares/promotions.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,10681,189,b8398b5f9bf08bcfdc55091e5dcff14d16e8a23b009991154af228975118b27f,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/promotions.md
.planning/08-softwares/receipts-invoice-match.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,24680,341,1a0825acc31c552d4395657c6e4dbc698b768e19d629787b52a241483990f2aa,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/receipts-invoice-match.md
.planning/08-softwares/receiving.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,7766,143,ca6b600377ccfa10ef1afaaab4eb26993b6925b07adb99722132d5a5c3281cc4,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/receiving.md
.planning/08-softwares/recommendations.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,11926,205,576afc04df5ca4fee4b3e748656e0126bb8af6595d3c412404da9af9af297e6b,True,read_diff_current,Complete current delta against supplied baseline reviewed; existing baseline narratives previously read where a dossier.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/recommendations.md
.planning/08-softwares/recurring-orders.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,9951,181,81cc565dffd103ea6e8e0c86f233d9d9629c1b1782ee97d045358b55883f7f9e,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/recurring-orders.md
.planning/08-softwares/reports-analytics.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,13944,221,9d8ffdc2d4871f5828035bb7a494f01e29f88a878fcddf07b1254a5822c577f8,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/reports-analytics.md
.planning/08-softwares/settings-integrations.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,11548,197,399290501db560b01343e14897afda618aca988010e0a1ce1309f59ba69db514,True,read_diff_current,Complete current delta against supplied baseline reviewed; existing baseline narratives previously read where a dossier.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/settings-integrations.md
.planning/08-softwares/simpos.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,12712,200,d791e736f06b68a32dee7c04b52f9866013edfbfa30b797b64a5c91b41f205b7,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/simpos.md
.planning/08-softwares/team-command.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,8081,152,d542ceabe91c629fcb479dc295ecf0d1d027039c59882fbeeabb60814ada26bb,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/team-command.md
.planning/08-softwares/vendor-directory.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,9563,176,4cfbad1a01aea2280a8446e73b0ce06150f2a5e14377b3cd325b2ec60ae44e72,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/vendor-directory.md
.planning/08-softwares/vendor-portal.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,8708,165,87c7f63376a4e6dd9465edba5d8cfe81bb119a6ce832bc1fa878f33e4d603cba,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/vendor-portal.md
.planning/08-softwares/vendor-price-compare.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,7497,151,45478019b27646ab6595555048aca1095938205a93fe128b2b12be7ed567875a,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/vendor-price-compare.md
.planning/08-softwares/wine-library-sommelier.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,12907,224,d65899cfb45e6e274ea59127c48c3ee632b76aa8e504b268f42cbe31f460c069,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/wine-library-sommelier.md
.planning/08-softwares/wine-studio.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,15764,262,f57a8491269c7a7c790d291fafa18bf727cb886a54383fbc6d697fd9bf35480f,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/wine-studio.md
